compound,exp2_22deg_1,exp2_22deg_2,exp2_22deg_3,exp2_22deg_4,exp2_22deg_1_l,exp2_22deg_2_l,exp2_22deg_3_l,exp2_22deg_4_l
Cer_t18:0_24:1 ,0.3949752926257985,0.46017903585220643,0.5409080076702093,0.5948898399766747,0.023655711344854228,0.056352104080189515,0.04303715890047017,0.0
Cer_t18:1_24:0 ,1.8448793545902682,2.0397543490102596,2.8152245762940282,3.4095759307509472,0.08273056202956458,0.13908131500194112,0.10194187062661397,0.08954246457176519
Cer_t18:0_24:0 ,1.147868897677603,1.2099752154661925,1.680622266624845,1.9348727150138576,0.08948772816578791,0.1439332782391244,0.13088273584050558,0.10387890009536506
Cer_t18:1_26:1 ,0.4087687075790589,0.4563257025629768,0.5535179641885569,0.6906300995277045,0.0,0.0,0.0,0.0
Cer_t18:0_26:1 ,0.13486262889345024,0.17503016290598158,0.15417934571779462,0.21718165651439778,0.0,0.0,0.0,0.0
Cer_t18:1_26:0 ,1.9824703204078478,2.0294080993591486,2.9555690252757194,3.2539549002906702,0.029358254349002657,0.03523382795617323,0.0,0.05114170308270839
Cer_t18:0_28:1,0.034731361612765445,0.04978463911422761,0.03778566215608289,0.04512432039637135,0.00575973439662289,0.0,0.0019928087943208573,0.002370997529552572
Cer_t18:1_28:0 ,0.355131599102445,0.3670395244613695,0.5461132328730377,0.5566382634681465,0.0007394117823719572,0.0,0.0,0.0
Cer_t18:0_28:0 ,0.09807007675729554,0.12940113448740023,0.09692056475465331,0.10812407173533431,0.0005731947526580375,0.0,0.0,0.007702014451344983
nan,,,,,0.47846789637076564,0.6443695807583484,0.7215038950991863,0.5420976043990373
D2_hCer_d18:1_h16:0,0.5861890017836084,0.6773178152327143,0.8375649301899678,0.6545961676491804,0.19496930614386088,0.23320425653798413,0.2721562417901832,0.2782388982723547
D2_hCer_d18:0_h16:0,0.02753176441101274,0.045812437608199204,0.05101978137673642,0.03604842491751861,1.9167070062823384,2.015056634379919,3.5524306258944374,3.3962949480894844
D2_hCer_t18:1_h16:0,0.02521946797656333,0.04161343699445994,0.022105942285871108,0.04124164309014633,0.16972065097985237,0.15374136343852116,0.2665393642554409,0.3040899516885609
D2_hCer_t18:0_h16:0,0.0022554478953541912,0.0019404699138044373,0.0010462860775494207,0.008841808353170147,0.197588428276342,0.22032503174827725,0.3703698948161994,0.5451238676625028
D2_hCer_t18:1_h20:0,0.0,0.0,0.0,0.0,2.271700816880823,2.3734501741837395,4.337281065816343,5.5788951096206425
D2_hCer_t18:1_h22:0,0.05038435670207585,0.04578734436382266,0.012162913186682781,0.005054867416811652,0.28657422885847433,0.29506476185071384,0.383633362901098,0.5517094726473318
D2_hCer_t18:0_h22:0,0.07710404524014282,0.1041383571712297,0.17822039304727844,0.23275860704869256,0.0,0.0,0.0,0.0
D2_hCer_d18:1_h24:0,0.0,0.0,0.0,0.0,0.18738456718163557,0.21183314954463686,0.370010053258023,0.459700101157701
D2_hCer_t18:1_h23:0,0.00813837634048921,0.0053381048176331675,0.013245948029315164,0.0,0.05500504365812187,0.0672479921557469,0.04104429267835413,0.07077536672836562
D2_hCer_t18:0_h23:0,0.0,0.0,0.0,0.0,5.447658104585796,6.127329335774789,12.314524836384196,14.441548681668717
D2_hCer_t18:1_h24:1,0.0,0.0,0.0,0.0,0.30349896178760105,0.3916571903569809,0.5509116074847269,0.742692542123044
D2_hCer_t18:0_h24:1,0.015244740348224747,0.005227008229017341,0.01662936235038495,0.0,5.93460352920557,6.849477575393347,12.713821198917756,14.909168914497805
D2_hCer_t18:1_h24:0,0.0,0.011913441049167242,0.0,0.0,0.5220773179286966,0.6437235294597213,0.7864548076040208,1.04830983515658
D2_hCer_t18:0_h24:0,0.0,0.0,0.0,0.0,0.01903294250403663,0.024684393158582844,0.019225773210038703,0.027915370494215365
D2_hCer_t18:0_h25:1,0.0,0.0,0.0,0.0,0.13904679166701883,0.19922806188451703,0.32558073449694974,0.3496141033037508
D2_hCer_t18:1_h25:0,0.0,0.0,0.0,0.0,0.028542832273251332,0.029865870062820057,0.02454691483244523,0.03843618881217829
D2_hCer_t18:0_h25:0,0.0,0.0010811964860037192,0.0002549993001908385,0.0,0.0,0.0,0.0,0.0
D2_hCer_t18:1_h26:1 ,0.0,0.0,0.0,0.0,0.03639795606853601,0.05533765760275404,0.0,0.0
D2_hCer_t18:0_h26:1,0.0,0.0,0.0,0.0,1.4995896719399253,1.7613930938015117,3.5523742905773026,4.0030245519530085
D2_hCer_t18:1_h26:0,0.0,0.0,0.0,0.0,0.14063780719362584,0.16996180105583206,0.18688137068357902,0.31677899246463104
D2_hCer_t18:0_h26:0,0.0,0.0,0.0,0.0,0.03764051698494916,0.051590767639198794,0.09766080135699107,0.08985207109549583
D2_hCer_t18:1_h27:0,0.0,0.0,0.0,0.0,0.15051260923498938,0.1844840287751103,0.32573746093684697,0.3567689288185739
D2_hCer_t18:1_h28:0,0.0,0.0,0.0,0.0,0.022814729762601724,0.0546796001991696,0.023558637399345595,0.03165594845579051
D2_hCer_t18:0_h28:0,0.0,0.0,0.0,0.0,,,,
InternalStandard_Glccer_d18:1_12:0,,,,,2.358073642694361,2.6188463431339546,2.534398320323775,2.795583282509651
D2_GlcCer_t18:1_h16:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2_GlcCER_t18:0_h16:0,0.0,0.0,0.0,0.0,4.192573056346306,4.874889232980316,4.821064075283384,5.962313092285296
D2_GlcCer_t18:1_h22:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2_GlcCER_t18:0_h22:0,0.0,0.0,0.0,0.0,19.354073817436902,23.014188296406765,22.421491110825862,28.046253374468517
D2_GlcCer_t18:1_h24:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2_GlcCER_t18:0_h24:1,0.0,0.0,0.0,0.0,9.16920410471723,10.916865512035766,10.569998964716019,12.480738654045615
D2_GlcCer_t18:1_h24:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2_GlcCer_t18:0_h24:0,0.0,0.0,0.0,0.0,1.4819407839270444,1.915508106577955,1.88407184916924,2.26443725586866
D2_GlcCer_t18:1_h26:1,0.0,0.0,0.0,0.0,2.7499311180685937,3.529096508137229,3.4642261899468116,3.915638130528207
D2_GlcCer_t18:1_h26:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D2_GlcCER_t18:0_h26:0,0.0,0.0,0.0,0.0,,,,
GIPC_d18:1_16:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_d18:0_16:0,0.24385032218041394,0.2532537274688872,0.25920853409942013,0.19973526532281266,0.06755523623233999,0.07853908323545106,0.08799305496137771,0.051132939997873
GIPC_d18:1_h16:0,0.6087839631055861,0.7975438328959621,0.7551227120109294,0.7936616441430457,0.14098136646138895,0.17200394530100926,0.16761162243326755,0.16833793603048722
GIPC_t18:1_16:0,0.4903205078189147,0.5052212418159607,0.4313534444419021,0.47389685785941,0.4846242140639752,0.5710174202426329,0.7056478559373902,0.5584751087147668
GIPC_d18:0_h16:0,0.591747635721512,0.6822964903550738,0.7992300922086721,0.6642553102846467,0.11412304084840147,0.18107958027945478,0.1811680914334862,0.17583551031555683
GIPC_t18:0_16:0,0.27322843699836885,0.2855833557913162,0.2566436457132815,0.21873442489642075,0.023969793101010745,0.015081044600703001,0.02121962858332209,0.033502158424898565
GIPC_t18:1_h16:0,3.401502438578613,3.7941607868344063,3.2789307476672165,3.7884301597517367,0.0020852611930407775,0.01740337641568815,0.012195117919236591,0.0
GIPC_t18:0_h16:0,0.491032471207333,0.466847565972177,0.3838325095738422,0.3675411304428512,0.014254018559994633,0.005714901484226903,0.023719094978632633,0.005444839515131053
GIPC_t18:0_h20:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:1_22:0,0.1433880766999488,0.19313343296585292,0.15483868216665403,0.18943267615524073,0.002634250603316121,0.02256213238738689,0.022153758943399545,0.03468258900043272
GIPC_d18:0_h22:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:0_22:0,0.14565712523481025,0.24093548661367717,0.19008374702856817,0.20064811886327125,0.020502304433862032,0.0,0.03576445673052833,0.030396081790021987
GIPC_t18:1_h22:0,1.1619627895426023,1.3503650101727624,1.4007949308465213,1.7446953464736727,0.0,0.0,0.0,0.0
GIPC_t18:0_h22:0,0.5023435864004825,0.47839823925582314,0.4780365864165763,0.46480070354715824,0.0,0.0,0.0,0.0
GIPC_t18:1_24:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_d18:1_h24:0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:1_24:0,0.6647027845854729,0.875947089264748,0.7926265582609021,0.8754464482535022,0.006474489367773899,0.0,0.0,0.0
GIPC_t18:0_24:0,0.7230559813353201,0.8976979654906313,1.0253767727221186,0.9957412742890878,0.060736354379498717,0.16363657346577762,0.20070960999861287,0.10022540211032922
GIPC_t18:0_h23:0,0.0294920341263428,0.05629915983751483,0.05146020055342949,0.05760704155163639,0.014044746185145705,0.03382257067869247,0.032696799309857326,0.017862982380537577
GIPC_t18:1_h24:1,2.8291133217366666,3.2599042307005086,3.1617325646019907,3.9659977506105304,0.0,0.0,0.0,0.0
GIPC_t18:0_h24:1,0.48643186369533065,0.5015621680241297,0.4456747134368281,0.4520826661890657,0.0,0.0,0.0,0.0
GIPC_t18:1_h24:0,10.519874954232122,12.98142331588375,12.298585149004237,14.332616582136298,0.0,0.0,0.0,0.0
GIPC_t18:0_h24:0,2.362218831449007,2.536470874405503,2.4397132988939867,2.558453474605052,0.0,0.0,0.0,0.0
GIPC_t18:1_26:0,0.4890720625213441,0.569780613592657,0.5802019165687955,0.5985510952419225,0.0,0.0,0.0,0.0
GIPC_t18:0_h25:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:1_h25:0,0.2682166334365059,0.36936369926725293,0.39302874813681216,0.42623677283826383,0.0,0.0,0.0,0.0
GIPC_t18:0_26:0,0.30166792562600897,0.35030584809664833,0.3748542735480072,0.32997541337586467,0.0,0.019035560894474262,0.0,0.0
GIPC_t18:0_h25:0,0.05282280888106419,0.06484057673940474,0.05641602083199558,0.07187958665119533,0.0038420148085112986,0.009228501230828629,0.011574838407428881,0.0052451342973462425
GIPC_t18:1_h26:1,0.7238345715908935,0.8853874549736905,0.7866362021471025,1.0269504297207115,0.0,0.0,0.0,0.0
GIPC_t18:0_h26:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:1_h26:0,5.714932598505394,6.526118521302458,5.750820065867281,6.616302043733594,0.0,0.0,0.0,0.0
GIPC_t18:1_h28:1,0.10134156721226999,0.1038159625246236,0.10028799411820778,0.15699957149463994,0.005801079854363906,0.005885857659655284,0.0005371189875797591,0.0020186109198590445
GIPC_t18:0_h28:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GIPC_t18:1_h28:0,0.26322731219702256,0.24540671155723598,0.17408452503366734,0.2058158562979393,0.0,0.0,0.0,0.0
