compound,exp2_22deg_1,exp2_22deg_2,exp2_22deg_3,exp2_22deg_4,exp2_37deg_1,exp2_37deg_2,exp2_37deg_3,exp2_37deg_4,exp4_22deg_1,exp4_22deg_2,exp4_22deg_3,exp4_22deg_4,exp4_37deg_1,exp4_37deg_2,exp4_37deg_3,exp4_37deg_4,exp2_22deg_1_l,exp2_22deg_2_l,exp2_22deg_3_l,exp2_22deg_4_l,exp2_37deg_1_l,exp2_37deg_2_l,exp2_37deg_3_l,exp2_37deg_4_l,exp4_22deg_1_l,exp4_22deg_2_l,exp4_22deg_3_l,exp4_22deg_4_l,exp4_37deg_1_l,exp4_37deg_2_l,exp4_37deg_3_l,exp4_37deg_4_l
Cer_d18:0_16:1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31022212184413334,0.4047721416067288,0.41034409837074665,0.5414470287393885,0.29510231618409677,0.26826678654720915,0.1413542861778589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cer_d18:1_16:0,0.011683320415102746,0.016081264493885788,0.12543503812011939,0.027236834455271905,0.0,0.0,0.0,0.1049164752373976,2.161807377325977,0.2688123489875615,0.10447069379431256,0.6538315832196961,0.24069952366130554,0.6412429642286538,1.8673244731259988,3.6625516526865027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cer_d18:0_16:0,1.360708170428783,1.3444518066868454,1.735799148048333,1.3415095274298432,2.9556874348462943,3.749632701850934,3.8154110612587275,3.6209789285664393,13.40031402286953,12.987880906493414,11.777460226305122,12.7139860322613,16.279226999956606,20.486596647653993,15.527933312675884,17.393596691573986,1.2098746136629939,1.1776852513125924,1.438599751623075,1.0762423273552784,2.6779441825319834,4.2637266196965795,3.1677611828722996,3.4225923529267193,5.725891876843143,5.9586037176912265,5.244753490068095,5.270445452964214,32.88750850828765,44.181302953470194,35.490193234450324,41.497260907073034
Cer_t18:1_16:0,0.029185581673386835,0.02726224303760829,0.028427339598788494,0.020617262863678144,0.007485662168059567,0.011031090511401878,0.008913141238400606,0.0066117337360401054,0.266303572504695,0.38631986357121106,0.3430168655558145,0.37820851913301173,0.13047175642152292,0.19121387360350753,0.17452006628806196,0.13453687693425634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cer_t18:0_16:0,3.199261260175034,2.601098703152243,3.0060157280539976,2.343888569666309,0.8688362275753228,1.0642846542074977,1.0296245707229397,0.8978585506187579,25.66838707667331,25.52900166447658,27.11949114754129,25.043979139385872,9.340308255219442,10.213566783263857,9.592240383104519,10.459779136150273,1.6988989297419306,1.4457281386822614,1.6074189242875063,1.2201648488532453,0.5184709528351479,0.8010484054791414,0.601955953755747,0.6226836752213585,10.84003374565812,11.408770889526824,12.21081199816881,10.112965084885845,12.145008033067521,12.006661417973778,12.810125395887209,14.414790032636462
Cer_d18:1_18:0,0.010837769856386252,0.02728123957159757,0.20077949896456035,0.04291632060230542,0.009215709799804326,0.004701387291137662,0.014608124964942083,0.1941442810951247,4.64845964763442,0.49385007564307465,0.22120136281169203,1.3728966389625845,0.40244772537419243,1.3887448477974436,4.090324554891916,7.388341214665148,0.0,0.005231819849202878,0.0034538002603045678,0.005498664223990037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044188050131510885,0.0,0.10593322874760737,0.04449239526528798
Cer_t18:1_20:0,0.0,0.0031506654650932703,0.009398366284438759,0.009429979496897329,0.0,0.003931247040405766,0.005189755431781513,0.004463468809934608,0.10987383866871142,0.07179814900134897,0.0,0.04883525320452805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cer_t18:0_20:0,0.27294248699196066,0.13162651414134352,0.20414532854159637,0.1271819996235718,0.16406770955749606,0.19820264663317794,0.2714459980484756,0.24663189688945072,1.493961743375593,1.3439883937663837,1.5737763639213644,1.5136684711494603,1.88769757796326,1.861630941896401,2.256105937597144,1.9744504792702195,0.04037893214302203,0.022222852017029133,0.04486306919128805,0.025387268702738844,0.12262766720795745,0.15549525711810863,0.17565066363867377,0.18123973904681975,0.0,0.10041851490807147,0.1579420288699735,0.20174548807922124,3.0797587851270007,2.520690528896681,3.8053144322339523,3.8618243687152827
Cer_t18:1_22:0,0.01218558810203892,0.01524389790168204,0.007958685326179181,0.019605590085820766,0.013514345616728849,0.008490308761824618,0.013438589535375663,0.0038929988254645075,0.24219745634037285,0.3294065600642752,0.2969377842375416,0.24742934990624593,0.07829405386561276,0.12287962302187241,0.08305328287103467,0.14316254352540278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cer_t18:0_22:0 ,1.6895264989955596,0.9585866871754224,1.4390712681708868,1.0154718816744817,1.3564862024527928,1.366685229090876,1.4378694406589065,1.3720967957227934,7.984164549862102,7.041290165307524,8.476839100295216,8.44830593265179,9.13133626216053,10.857816962188592,10.146728541765421,10.407597577881052,0.5277462567468952,0.3051091365949451,0.46623247243055005,0.3132023117440836,0.921484586952334,1.0437219371566164,0.9713326064463638,0.9967307494944683,2.07626196623438,2.037698301026785,1.966168737785915,2.138657301340918,12.173727521958515,13.937341743053027,13.035010461543315,16.748508020779635
